bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
3,2.25,1936,9495,1.0,3,8.0,0,2013,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,3370,19585,2.0,3,7.0,170,1951,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2180,11132,1.0,4,8.0,560,1978,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1410,5000,1.0,3,6.0,430,1925,0,0,0.0,0.0,1.0,0.0,0.0
3,2.75,2280,4280,1.0,5,7.0,1000,1917,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2070,5013,2.0,3,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
2,1.75,1510,4980,1.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2260,8715,1.0,4,8.0,730,1976,0,0,0.0,0.0,1.0,0.0,0.0
4,2.75,3010,7215,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
4,1.0,1420,6000,1.5,3,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
5,4.75,5410,13431,2.0,4,10.0,360,1941,0,0,0.0,0.0,0.0,1.0,0.0
3,2.25,2270,32112,1.0,4,8.0,530,1980,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,4280,12796,2.0,3,11.0,880,1999,0,0,0.0,0.0,0.0,1.0,0.0
4,2.75,2250,14149,2.0,3,9.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,2590,32380,1.0,3,8.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2120,7725,1.0,3,8.0,900,1965,0,0,0.0,0.0,1.0,0.0,0.0
4,1.75,1590,10523,2.0,4,7.0,0,1922,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2150,7670,1.0,5,7.0,910,1976,0,0,0.0,0.0,1.0,0.0,0.0
5,3.5,3760,10207,2.0,3,10.0,610,1969,0,0,0.0,0.0,0.0,1.0,0.0
2,1.0,950,3880,1.0,4,6.0,0,1919,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,2380,5809,2.0,4,7.0,630,1995,0,0,0.0,0.0,1.0,0.0,0.0
3,3.25,1740,1693,2.0,3,8.0,380,2007,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,3400,35062,2.0,4,11.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1680,6755,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
5,2.5,2350,14197,1.0,4,8.0,1130,1962,0,0,0.0,0.0,1.0,0.0,0.0
6,2.5,3560,6480,2.5,4,11.0,0,1914,0,0,1.0,0.0,0.0,0.0,0.0
5,2.75,3750,8279,2.0,3,9.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
3,3.0,1660,1849,3.0,3,9.0,0,2013,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,3600,203425,2.0,3,9.0,200,1979,0,0,0.0,0.0,0.0,1.0,0.0
5,2.0,1750,10284,1.0,4,5.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,3110,6050,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1410,9315,1.0,5,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1190,7877,1.5,5,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,3100,11985,1.0,4,7.0,1310,1963,0,0,0.0,0.0,1.0,0.0,0.0
2,1.75,1220,8382,1.0,3,6.0,0,1942,0,0,1.0,0.0,0.0,0.0,0.0
4,1.0,2180,10617,1.5,3,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
3,3.25,4030,12765,2.0,4,9.0,1230,1975,0,0,0.0,0.0,0.0,1.0,0.0
3,2.0,1700,5100,1.5,4,7.0,200,1924,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,1660,8174,1.0,3,7.0,830,1981,0,0,0.0,0.0,1.0,0.0,0.0
4,3.5,3720,13591,2.0,3,10.0,0,2004,0,3,1.0,0.0,0.0,0.0,0.0
3,2.25,2030,16200,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2180,11200,1.0,4,8.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2880,5750,1.5,5,9.0,1170,1928,0,0,0.0,0.0,0.0,1.0,0.0
5,2.0,2050,3000,1.5,3,7.0,580,1912,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,1530,5684,1.0,3,7.0,400,1957,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1970,9607,2.0,3,7.0,880,1988,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,1480,7560,1.5,3,7.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1920,7779,2.0,3,7.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,3060,7920,1.0,3,7.0,1530,1965,0,0,0.0,0.0,1.0,0.0,0.0
4,3.0,3010,6139,2.0,5,8.0,450,1950,0,4,0.0,0.0,1.0,0.0,0.0
5,3.5,3330,3705,2.0,3,9.0,720,2008,0,0,0.0,0.0,0.0,1.0,0.0
2,1.0,1140,15624,1.0,4,6.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1440,7210,1.0,3,8.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,3710,20000,2.0,5,10.0,950,1936,0,2,0.0,0.0,0.0,1.0,0.0
5,2.5,2210,9655,1.0,3,8.0,750,1976,0,0,0.0,0.0,1.0,0.0,0.0
2,1.75,1020,10346,1.0,4,6.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
5,2.0,1760,21562,1.0,3,8.0,200,1959,0,1,0.0,0.0,1.0,0.0,0.0
2,2.5,1660,2258,2.0,3,7.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1560,3200,1.5,3,7.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1630,10304,1.0,5,7.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
5,3.5,4280,6530,2.0,3,10.0,0,2014,0,3,1.0,0.0,0.0,0.0,0.0
4,3.0,2630,5772,2.0,3,9.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,5520,8313,2.0,3,9.0,1950,2008,0,3,0.0,0.0,0.0,1.0,0.0
4,2.5,1980,7334,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1750,22357,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,970,10423,1.0,3,7.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,820,4860,1.0,5,6.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1890,4400,1.5,5,7.0,0,1919,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2230,7200,3.0,3,9.0,0,1996,0,3,1.0,0.0,0.0,0.0,0.0
3,2.25,2540,9961,1.0,4,8.0,1220,1969,0,0,0.0,0.0,1.0,0.0,0.0
5,1.5,1830,94960,1.5,3,7.0,0,1929,0,0,1.0,0.0,0.0,0.0,0.0
5,2.5,2820,6305,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2641,8615,2.0,3,7.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
2,1.75,1760,4400,1.0,4,7.0,880,1930,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1100,5132,1.0,3,6.0,260,1948,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1350,7800,1.0,3,7.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2560,8927,1.0,3,7.0,770,1976,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2360,2500,2.0,3,8.0,840,2001,0,3,0.0,0.0,1.0,0.0,0.0
4,2.5,2670,5100,2.0,3,8.0,730,1929,0,0,0.0,0.0,1.0,0.0,0.0
5,1.5,2000,8100,1.5,3,6.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,2250,4200,1.5,3,7.0,600,1909,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2170,7007,1.0,3,8.0,630,1974,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,3200,35012,1.5,3,8.0,1100,1965,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2580,10631,2.0,4,9.0,0,1992,0,2,1.0,0.0,0.0,0.0,0.0
4,4.25,5180,13077,2.0,3,12.0,900,1998,0,3,0.0,0.0,0.0,1.0,0.0
3,1.0,960,5030,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2530,7000,2.5,3,9.0,0,1915,0,4,1.0,0.0,0.0,0.0,0.0
4,2.5,3050,7238,2.0,3,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,3660,4760,2.0,3,9.0,820,2014,0,0,0.0,0.0,0.0,1.0,0.0
3,2.25,1960,1585,2.0,3,7.0,210,2003,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,3230,5000,2.0,5,8.0,800,1945,0,2,0.0,0.0,1.0,0.0,0.0
3,1.0,770,9750,1.0,3,7.60247802734375,0,1941,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1740,3721,2.0,3,8.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1160,6120,1.0,3,7.0,120,1941,0,0,0.0,0.0,1.0,0.0,0.0
5,2.25,2320,6375,1.0,4,7.0,1050,1967,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,920,9000,1.0,1,6.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
4,3.25,3660,5800,2.5,3,10.0,300,1909,0,0,0.0,0.0,0.0,1.0,0.0
3,1.0,920,5200,1.0,4,6.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,3570,30456,1.0,3,8.0,1500,1946,0,1,0.0,0.0,1.0,0.0,0.0
4,1.75,2320,7500,1.0,3,7.0,1100,1955,0,0,0.0,0.0,1.0,0.0,0.0
5,1.75,2130,19180,1.0,3,8.0,630,1968,0,0,0.0,0.0,1.0,0.0,0.0
4,3.5,3470,8580,2.0,3,11.0,970,2007,0,0,0.0,0.0,0.0,1.0,0.0
5,2.0,1900,5470,1.0,3,7.0,720,1930,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1750,9000,1.0,3,8.0,340,1977,0,0,0.0,0.0,1.0,0.0,0.0
1,1.0,550,16345,1.0,3,4.0,0,1945,0,0,0.0,0.0,0.0,0.0,1.0
2,1.0,860,3880,1.0,4,6.0,0,1916,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,1370,7697,1.0,3,7.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,630,6000,1.0,3,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2360,5226,2.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1490,1036,2.0,3,10.0,400,2008,0,0,0.0,0.0,0.0,1.0,0.0
3,2.0,1890,14040,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2360,11254,1.0,3,9.0,0,1990,0,2,1.0,0.0,0.0,0.0,0.0
3,1.75,1320,9675,1.5,4,7.0,0,1970,0,0,1.0,0.0,0.0,0.0,0.0
4,1.5,1580,7350,1.0,4,7.0,620,1963,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1630,1166,2.0,3,8.0,610,2013,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1690,4898,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2000,7251,2.0,3,7.60247802734375,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
5,3.0,3850,14990,1.0,4,9.0,1560,1964,0,0,0.0,0.0,0.0,1.0,0.0
3,1.5,2540,2700,2.0,4,8.0,910,1922,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,1440,7950,1.0,5,6.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1590,9100,1.0,3,7.0,550,1967,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,3020,12184,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
3,1.5,720,7450,1.0,1,5.0,0,1924,0,1,1.0,0.0,0.0,0.0,0.0
4,1.75,2550,8976,1.0,5,7.0,1250,1978,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1540,24500,1.5,3,7.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1920,4480,2.0,3,9.0,0,1949,0,1,1.0,0.0,0.0,0.0,0.0
2,1.5,1240,1892,2.0,3,7.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1010,7740,1.0,3,6.0,120,1924,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1580,14040,1.0,3,7.0,530,1980,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1677,7209,2.0,3,7.0,0,2011,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2683,40386,2.0,4,9.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2390,7330,2.0,3,7.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1550,12670,1.0,4,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1790,7650,1.0,3,9.0,0,1978,0,3,1.0,0.0,0.0,0.0,0.0
1,1.0,720,5100,1.0,3,6.0,0,1907,0,0,0.0,0.0,0.0,0.0,1.0
4,1.0,1540,8400,1.0,3,7.0,770,1971,0,0,0.0,0.0,1.0,0.0,0.0
3,2.0,1920,8075,1.0,4,7.0,410,1969,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,3260,4640,2.0,5,9.0,900,1907,0,0,0.0,0.0,0.0,1.0,0.0
3,2.5,3380,9528,2.0,3,10.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,970,10000,1.0,5,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
5,3.5,3870,65556,2.0,3,10.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1980,9540,1.0,3,7.0,900,1949,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1250,7700,1.0,5,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,770,7000,1.0,3,6.0,0,1921,0,0,1.0,0.0,0.0,0.0,0.0
5,2.5,2300,23345,1.0,5,7.0,1130,1967,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,930,7740,1.0,3,6.0,0,1924,0,0,1.0,0.0,0.0,0.0,0.0
5,2.75,2980,4502,2.0,3,9.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2390,6775,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
5,4.0,4780,118047,2.0,3,11.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2410,14985,1.0,4,7.0,460,1965,0,1,0.0,0.0,1.0,0.0,0.0
3,2.5,1700,6698,2.0,3,7.0,0,1997,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1481,2820,2.0,3,7.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2040,4348,2.0,4,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2120,10021,1.0,4,8.0,890,1976,0,0,0.0,0.0,1.0,0.0,0.0
3,2.25,1700,1481,3.0,3,8.0,0,2002,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1700,11390,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,2160,4400,1.0,5,7.0,840,1921,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,1170,3000,1.5,3,7.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,850,2340,1.0,3,7.0,0,1922,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1010,10215,1.0,3,6.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,2440,9664,2.0,3,8.0,550,1981,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,2070,7980,1.5,4,7.0,0,1940,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2790,5000,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
5,3.0,2220,5185,2.0,3,7.0,0,2003,0,3,1.0,0.0,0.0,0.0,0.0
2,1.0,770,3325,1.0,3,7.0,0,1918,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,1890,6500,2.0,3,7.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4,1.5,2720,37258,2.0,3,10.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2340,9100,1.0,3,8.0,730,1975,0,0,0.0,0.0,1.0,0.0,0.0
4,3.25,3380,7500,2.0,3,7.0,960,1990,0,3,0.0,0.0,1.0,0.0,0.0
2,1.0,1360,5000,1.0,3,7.0,160,1936,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2030,9825,1.0,3,8.0,700,1985,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2520,13156,1.0,3,8.0,1000,1979,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1950,3000,2.0,3,7.0,400,1998,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,1430,3600,1.0,3,6.0,450,1947,0,0,0.0,0.0,1.0,0.0,0.0
2,1.0,1110,6411,1.0,3,6.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
4,3.5,2910,5260,2.0,3,9.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
2,1.5,1020,1525,2.0,3,7.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2150,15304,2.0,4,9.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,3370,8103,1.0,3,9.0,1400,1970,0,3,0.0,0.0,0.0,1.0,0.0
5,2.75,2910,85377,1.0,4,8.0,1400,1966,0,0,0.0,0.0,1.0,0.0,0.0
4,2.0,2130,9579,1.0,4,7.0,880,1968,0,0,0.0,0.0,1.0,0.0,0.0
4,1.0,1340,22500,1.5,3,7.0,0,1926,0,0,1.0,0.0,0.0,0.0,0.0
4,3.0,2050,4000,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2660,22050,2.0,3,9.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,1490,4522,2.0,3,7.0,0,2009,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,920,8341,1.0,3,7.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
5,2.0,1210,12538,2.0,3,7.0,0,1982,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1040,9100,1.0,4,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
5,2.5,4320,107157,1.0,4,8.0,2160,1967,0,0,0.0,0.0,1.0,0.0,0.0
5,2.75,2830,6137,2.0,3,9.0,0,2010,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1270,6760,1.0,5,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
2,1.75,2060,2700,1.0,3,7.0,1030,1929,0,0,0.0,0.0,1.0,0.0,0.0
4,2.75,4270,25807,2.0,3,11.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
5,4.0,2980,4500,1.5,3,7.0,910,1921,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1380,12000,1.0,3,7.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2300,7700,1.0,3,7.0,920,1959,0,0,0.0,0.0,1.0,0.0,0.0
4,1.75,1690,7680,1.0,5,6.0,800,1946,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,1990,3984,2.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1060,12000,1.0,3,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,960,20954,1.0,3,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1140,7200,1.0,3,6.0,0,1923,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,910,4662,1.0,5,7.60247802734375,0,1942,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,910,6000,1.0,2,6.0,0,1956,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2140,7754,2.0,3,8.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,1670,8056,1.0,3,7.0,500,1961,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2160,7500,1.0,3,7.0,730,1979,0,1,0.0,0.0,1.0,0.0,0.0
4,1.5,1860,12197,1.0,3,7.0,0,1964,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2360,4924,2.0,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2620,8960,1.0,5,7.0,1100,1955,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1370,6000,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,2456,7566,2.0,3,8.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,1983,6002,2.0,3,9.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,1850,7199,2.0,4,7.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
3,3.0,2520,2152,1.5,3,8.0,960,1925,0,0,0.0,0.0,1.0,0.0,0.0
4,2.25,2550,12918,2.0,3,9.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
3,3.25,1370,1227,3.0,3,8.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,3080,7363,2.0,3,9.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,2560,43995,2.0,4,7.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1440,45302,2.0,3,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,960,2700,1.0,3,6.0,180,1904,0,0,0.0,0.0,1.0,0.0,0.0
3,2.25,2400,12350,1.0,4,8.0,980,1968,0,0,0.0,0.0,1.0,0.0,0.0
5,2.75,2540,27007,1.0,3,8.0,1020,1980,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2980,9235,1.0,4,8.0,1290,1977,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,1660,2500,2.0,3,7.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
2,2.0,1340,7605,1.0,3,7.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1480,5600,1.0,4,6.0,540,1947,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,3230,129578,1.0,4,8.0,1130,1964,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,1960,7705,1.0,4,7.0,980,1950,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2100,4440,2.0,3,7.0,0,1945,0,4,1.0,0.0,0.0,0.0,0.0
4,2.5,3570,6246,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
4,1.0,1810,7500,1.0,2,7.0,400,1959,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1200,9120,1.0,3,7.0,200,1963,0,0,0.0,0.0,1.0,0.0,0.0
3,3.25,1540,1428,3.0,3,9.0,0,2013,0,0,1.0,0.0,0.0,0.0,0.0
6,4.75,5480,19401,1.5,5,11.0,1570,1936,1,4,0.0,1.0,0.0,0.0,0.0
4,2.5,3753,7204,2.0,3,10.0,417,2008,0,0,0.0,0.0,0.0,1.0,0.0
2,1.5,840,867,2.0,3,7.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,800,6050,1.0,4,6.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
4,2.0,1960,50112,1.0,4,7.0,910,1963,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2970,21907,2.0,3,9.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
3,1.0,1660,9600,1.0,3,7.0,0,1963,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,1690,6090,1.5,3,7.0,290,1945,0,0,0.0,0.0,1.0,0.0,0.0
3,1.75,2430,8820,1.0,3,8.0,800,1977,0,2,0.0,0.0,1.0,0.0,0.0
5,2.5,3100,5374,2.5,4,9.0,0,1906,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,1740,8800,1.0,4,8.0,0,1965,0,0,1.0,0.0,0.0,0.0,0.0
2,1.5,1090,4013,1.5,3,7.0,0,1900,0,0,1.0,0.0,0.0,0.0,0.0
3,1.75,1270,7350,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2890,5000,1.5,3,8.0,900,1911,0,0,0.0,0.0,1.0,0.0,0.0
4,2.5,2110,5306,2.0,3,8.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
3,2.5,3310,21096,2.0,3,9.0,0,2004,0,2,1.0,0.0,0.0,0.0,0.0
4,1.75,1900,22896,1.5,3,7.0,540,1922,0,0,0.0,0.0,1.0,0.0,0.0
3,1.5,1330,6540,1.0,3,7.0,430,1971,0,0,0.0,0.0,1.0,0.0,0.0
3,2.5,2160,15817,2.0,3,8.0,0,1999,0,0,1.0,0.0,0.0,0.0,0.0
2,1.0,1500,8015,1.0,3,6.0,0,1947,0,0,1.0,0.0,0.0,0.0,0.0
4,1.75,1450,3750,1.0,4,7.0,500,1925,0,0,0.0,0.0,1.0,0.0,0.0
5,3.25,4050,35600,2.0,3,12.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
2,3.0,1160,1073,2.0,3,7.0,280,2007,0,0,0.0,0.0,1.0,0.0,0.0
2,2.5,1700,6635,2.0,4,8.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,1910,5040,1.5,3,8.0,0,1971,0,0,1.0,0.0,0.0,0.0,0.0
3,2.25,2800,17300,1.0,4,8.0,1380,1971,0,0,0.0,0.0,1.0,0.0,0.0
5,3.25,2590,6180,1.0,3,7.0,1260,1960,0,0,0.0,0.0,1.0,0.0,0.0
4,3.0,2740,10925,1.0,3,8.0,1070,1980,0,0,0.0,0.0,1.0,0.0,0.0
3,1.0,1140,7560,1.0,4,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
4,2.25,2490,23478,2.0,3,8.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2620,16200,1.0,4,7.0,1050,1950,0,2,0.0,0.0,1.0,0.0,0.0
3,2.0,1020,1204,2.0,3,7.0,300,2004,0,0,0.0,0.0,1.0,0.0,0.0
4,2.75,2280,15347,1.0,5,7.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,2760,7533,1.0,3,8.0,1360,1997,0,0,0.0,0.0,1.0,0.0,0.0
3,2.25,1550,6022,2.0,3,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
3,2.0,2690,435600,2.0,3,8.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
4,2.5,2181,5521,2.0,3,8.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
4,2.75,3520,19200,1.0,4,9.0,1570,1951,1,4,0.0,0.0,0.0,1.0,0.0
