old_index,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_basement,yr_built,waterfront_encoded,view_encoded,property_typ_apartment,property_typ_multi_generation_house,property_typ_semi_detached_house,property_typ_single_family_house,property_typ_top_floor_apartment
10143,610000,3,2.0,2300,13418,1.0,3,8.0,870,1955,0,0,0.0,0.0,1.0,0.0,0.0
10144,245000,3,2.0,1690,6790,1.0,3,7.0,330,1979,0,0,0.0,0.0,1.0,0.0,0.0
10145,493500,3,1.75,1800,16026,1.0,3,8.0,410,1972,0,0,0.0,0.0,1.0,0.0,0.0
10146,596500,4,2.25,1770,8505,2.0,3,8.0,0,1986,0,0,1.0,0.0,0.0,0.0,0.0
10147,245000,3,2.0,1190,4072,1.5,5,6.0,0,1907,0,0,1.0,0.0,0.0,0.0,0.0
10148,333500,3,1.75,1320,7200,1.0,4,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
10149,373000,3,1.0,1290,8974,1.0,5,7.0,0,1976,0,0,1.0,0.0,0.0,0.0,0.0
10150,759900,4,2.5,3000,5639,2.0,3,8.0,0,2008,0,0,1.0,0.0,0.0,0.0,0.0
10151,317000,3,2.25,1358,1204,3.0,3,7.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
10152,670000,3,1.5,1220,4080,1.5,5,7.0,0,1914,0,0,1.0,0.0,0.0,0.0,0.0
10153,985000,2,2.5,2720,26761,2.0,3,7.0,0,1990,1,4,1.0,0.0,0.0,0.0,0.0
10154,310000,3,1.5,1060,6954,1.0,4,6.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
10155,750000,4,2.5,3020,13122,2.0,3,9.0,480,1997,0,0,0.0,0.0,0.0,1.0,0.0
10156,408000,3,2.0,1640,3440,2.0,3,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
10157,900000,5,3.75,3870,8225,2.0,3,10.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
10158,460000,4,2.25,2860,15054,1.0,3,8.0,1400,1957,0,0,0.0,0.0,1.0,0.0,0.0
10159,339000,4,2.5,1740,6000,1.0,4,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
10160,660000,3,2.0,1140,6000,1.0,3,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
10161,449950,4,3.0,3290,10783,2.0,3,9.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
10162,235000,3,1.0,1210,6000,1.0,3,7.0,0,1930,0,0,1.0,0.0,0.0,0.0,0.0
10163,769000,5,2.25,3320,13138,1.0,4,9.0,1420,1964,0,2,0.0,0.0,0.0,1.0,0.0
10164,428000,2,2.0,1350,3900,1.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10165,445000,3,2.25,1990,7340,2.0,3,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
10166,462000,4,2.5,2060,6958,1.0,3,7.0,840,1974,0,0,0.0,0.0,1.0,0.0,0.0
10167,775000,3,1.0,1460,6198,1.5,4,7.0,0,1916,0,0,1.0,0.0,0.0,0.0,0.0
10168,605000,4,1.75,2250,10108,1.0,4,8.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
10169,193500,2,1.0,950,15996,1.0,4,7.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
10170,389950,4,2.5,3140,8060,2.0,3,9.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
10171,790000,4,3.5,3560,6098,2.0,3,10.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
10172,442000,2,1.0,1410,5000,1.0,4,7.0,470,1918,0,2,0.0,0.0,1.0,0.0,0.0
10173,890000,4,2.25,2770,13500,2.0,3,8.0,0,1974,0,0,1.0,0.0,0.0,0.0,0.0
10174,235000,3,1.0,1864,6978,1.0,4,7.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
10175,495000,4,1.75,1930,6720,1.0,3,8.0,800,1959,0,2,0.0,0.0,1.0,0.0,0.0
10176,600000,4,2.5,3870,50965,2.0,3,10.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
10177,1400000,3,2.0,2020,5500,1.5,3,10.0,230,1937,0,3,0.0,0.0,0.0,1.0,0.0
10178,251000,3,2.0,1300,8400,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
10179,471000,4,2.25,3410,57063,2.0,4,8.0,1000,1978,0,0,0.0,0.0,1.0,0.0,0.0
10180,597000,4,2.5,2370,41338,2.0,3,8.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
10181,804000,5,3.5,2770,9305,2.0,3,9.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
10182,357000,3,1.75,1250,17493,1.0,3,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
10183,419990,3,2.5,1690,1689,2.0,3,8.0,540,2014,0,0,0.0,0.0,1.0,0.0,0.0
10184,725000,4,2.5,3040,35201,2.0,4,10.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
10185,275000,3,2.5,2710,5733,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10186,445000,3,2.25,1190,13630,1.0,3,7.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
10187,510000,3,2.5,2300,27566,2.0,3,9.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
10188,330000,4,1.0,1360,13372,1.0,3,7.0,0,1955,0,0,1.0,0.0,0.0,0.0,0.0
10189,270000,3,1.0,1500,5605,1.0,5,6.0,750,1942,0,0,0.0,0.0,1.0,0.0,0.0
10190,495000,4,2.0,1610,4770,1.0,4,7.0,380,1941,0,0,0.0,0.0,1.0,0.0,0.0
10191,225000,4,1.75,1420,10300,2.0,3,7.0,0,1950,0,0,1.0,0.0,0.0,0.0,0.0
10192,716528,3,1.5,1750,5400,1.0,4,7.0,700,1952,0,0,0.0,0.0,1.0,0.0,0.0
10193,260000,3,2.5,1510,6095,2.0,4,7.0,0,1991,0,0,1.0,0.0,0.0,0.0,0.0
10194,471000,4,2.5,2330,9928,2.0,3,8.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
10195,690000,5,3.5,2690,4800,2.0,3,8.0,760,1919,0,2,0.0,0.0,1.0,0.0,0.0
10196,548000,5,1.5,1700,7200,1.5,3,7.0,0,1937,0,0,1.0,0.0,0.0,0.0,0.0
10197,505000,3,1.0,1020,5410,1.0,4,7.0,140,1928,0,0,0.0,0.0,1.0,0.0,0.0
10198,325000,3,1.0,1160,11799,1.0,3,7.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
10199,682000,4,2.25,2450,34092,2.0,4,8.0,0,1980,0,0,1.0,0.0,0.0,0.0,0.0
10200,605000,3,2.25,2010,10760,2.0,3,8.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
10201,276200,2,1.75,1370,4495,1.0,4,8.0,0,1975,0,0,1.0,0.0,0.0,0.0,0.0
10202,530000,3,1.0,1370,4040,1.5,3,7.0,0,1906,0,0,1.0,0.0,0.0,0.0,0.0
10203,245000,3,3.0,1990,9600,1.0,3,7.0,550,1988,0,0,0.0,0.0,1.0,0.0,0.0
10204,654950,4,2.5,2790,45902,2.0,3,9.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
10205,221900,2,1.0,780,6727,1.0,3,6.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
10206,466000,4,2.0,2240,4508,1.0,4,8.0,900,1926,0,2,0.0,0.0,1.0,0.0,0.0
10207,383150,3,2.0,2210,6387,1.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10208,657100,4,1.0,1390,4240,1.0,3,7.0,340,1924,0,0,0.0,0.0,1.0,0.0,0.0
10209,539000,3,2.0,1800,43995,2.0,3,8.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
10211,215000,4,2.5,1960,11600,1.0,5,6.0,980,1931,0,0,0.0,0.0,1.0,0.0,0.0
10212,489000,2,1.0,850,2850,1.0,4,7.0,0,1927,0,0,1.0,0.0,0.0,0.0,0.0
10213,649000,4,2.5,2980,12764,2.0,3,10.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
10214,700000,4,1.75,1980,10800,1.0,4,8.0,660,1953,0,0,0.0,0.0,1.0,0.0,0.0
10215,268500,2,1.0,790,8424,1.0,4,6.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
10216,515000,3,2.5,1800,5001,2.0,3,7.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
10217,685000,4,2.0,2260,10800,1.0,3,9.0,0,1978,0,0,1.0,0.0,0.0,0.0,0.0
10218,305000,2,1.5,800,2142,2.0,3,7.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
10219,950000,4,2.0,2490,4600,1.5,3,8.0,400,1926,0,2,0.0,0.0,1.0,0.0,0.0
10220,292500,4,2.5,1610,4568,2.0,3,7.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
10221,270000,4,1.75,1850,7730,1.0,5,7.0,750,1956,0,0,0.0,0.0,1.0,0.0,0.0
10222,450000,4,1.75,1850,7730,1.0,5,7.0,750,1956,0,0,0.0,0.0,1.0,0.0,0.0
10223,535000,4,1.0,1920,6480,1.5,3,7.0,0,1920,0,0,1.0,0.0,0.0,0.0,0.0
10224,550000,3,2.5,1740,3082,2.0,3,8.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
10225,457500,3,2.25,1430,2003,2.0,3,8.0,450,1996,0,0,0.0,0.0,1.0,0.0,0.0
10226,136500,3,1.5,1420,8580,1.0,3,6.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
10227,224097,3,1.5,1420,8580,1.0,3,6.0,0,1962,0,0,1.0,0.0,0.0,0.0,0.0
10228,254000,3,2.5,1560,10608,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
10229,335000,4,2.25,2030,13500,1.0,3,7.0,800,1963,0,0,0.0,0.0,1.0,0.0,0.0
10230,594950,5,2.5,3280,6553,2.0,3,9.0,0,2012,0,0,1.0,0.0,0.0,0.0,0.0
10231,350000,3,1.75,1360,18123,1.0,3,8.0,0,1983,0,0,1.0,0.0,0.0,0.0,0.0
10232,169950,3,1.0,1180,9832,1.0,3,7.0,0,1970,0,0,1.0,0.0,0.0,0.0,0.0
10233,432500,3,2.5,1940,10800,1.0,3,8.0,600,1979,0,0,0.0,0.0,1.0,0.0,0.0
10234,440000,2,1.75,1300,4000,2.0,3,7.0,0,1948,0,0,1.0,0.0,0.0,0.0,0.0
10235,233703,3,2.25,1650,3788,2.0,3,7.0,0,1985,0,0,1.0,0.0,0.0,0.0,0.0
10236,310000,3,1.5,1140,3292,2.0,3,7.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
10237,735000,3,2.5,2540,6762,2.0,3,10.0,0,1998,0,0,1.0,0.0,0.0,0.0,0.0
10238,730000,4,2.75,3440,8150,2.0,3,10.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
10239,257000,3,1.75,1800,9000,1.0,3,7.0,600,1961,0,0,0.0,0.0,1.0,0.0,0.0
10240,485000,2,2.25,1260,1240,3.0,3,8.0,0,2004,0,0,1.0,0.0,0.0,0.0,0.0
10241,899000,4,2.25,2370,6000,1.0,3,8.0,930,1959,0,2,0.0,0.0,1.0,0.0,0.0
10242,279000,3,1.0,1520,8055,1.5,3,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
10243,225000,4,2.0,1750,7245,1.0,4,7.0,700,1974,0,0,0.0,0.0,1.0,0.0,0.0
10244,1355000,3,1.5,2680,4775,2.0,5,8.0,800,1913,0,2,0.0,0.0,1.0,0.0,0.0
10245,355000,3,2.5,1590,4242,2.0,3,7.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
10246,382500,4,1.75,1560,8700,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
10247,324360,3,2.5,2000,9669,2.0,4,8.0,0,1992,0,0,1.0,0.0,0.0,0.0,0.0
10248,315000,3,1.75,2380,10450,1.5,3,8.0,0,1966,0,0,1.0,0.0,0.0,0.0,0.0
10249,426000,2,1.0,2230,11472,2.0,3,7.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
10250,395000,5,2.5,2820,6305,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10251,212644,3,1.0,1570,9650,1.5,5,7.577170971709717,0,1922,0,0,1.0,0.0,0.0,0.0,0.0
10252,510000,3,3.0,1845,5100,2.0,5,8.0,0,1947,0,2,1.0,0.0,0.0,0.0,0.0
10253,85000,2,1.0,830,9000,1.0,3,6.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
10254,235000,2,1.0,830,9000,1.0,3,6.0,0,1939,0,0,1.0,0.0,0.0,0.0,0.0
10255,295000,4,2.5,2030,5754,2.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
10256,720001,3,2.5,1430,2200,1.5,4,7.0,0,1910,0,0,1.0,0.0,0.0,0.0,0.0
10257,313950,3,1.0,1510,6083,1.0,4,6.0,650,1940,0,0,0.0,0.0,1.0,0.0,0.0
10258,415000,3,1.0,1510,6083,1.0,4,6.0,650,1940,0,0,0.0,0.0,1.0,0.0,0.0
10259,305000,3,1.75,1610,12247,1.0,3,8.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
10260,625000,3,1.5,1600,4128,1.5,3,8.0,350,1906,0,0,0.0,0.0,1.0,0.0,0.0
10261,490000,3,1.0,1420,11040,1.0,4,7.0,0,1961,0,0,1.0,0.0,0.0,0.0,0.0
10262,269950,3,2.0,1660,8641,2.0,4,8.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
10264,829000,4,3.0,3310,4500,2.5,5,9.0,400,1900,0,0,0.0,0.0,0.0,1.0,0.0
10265,635000,4,2.5,2470,77550,1.0,4,7.0,0,1987,0,0,1.0,0.0,0.0,0.0,0.0
10266,217500,3,1.0,1040,9750,1.0,3,7.0,0,1959,0,0,1.0,0.0,0.0,0.0,0.0
10267,270000,4,1.75,1850,7350,1.0,3,7.0,800,1965,0,0,0.0,0.0,1.0,0.0,0.0
10269,480000,4,2.5,2480,5100,2.0,3,8.0,0,2007,0,0,1.0,0.0,0.0,0.0,0.0
10270,575000,3,1.75,2130,6500,1.0,3,8.0,960,1954,0,2,0.0,0.0,1.0,0.0,0.0
10271,426950,4,2.75,2350,5589,2.0,3,7.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
10272,125000,3,1.0,920,7314,1.0,3,6.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
10273,208000,3,1.0,920,7314,1.0,3,6.0,0,1960,0,0,1.0,0.0,0.0,0.0,0.0
10274,325000,4,2.0,1780,10622,1.0,4,7.0,880,1976,0,0,0.0,0.0,1.0,0.0,0.0
10276,728725,4,2.5,3010,3120,2.5,3,8.0,0,2006,0,2,1.0,0.0,0.0,0.0,0.0
10277,708000,5,2.0,3180,10800,1.0,3,8.0,1270,1968,0,0,0.0,0.0,1.0,0.0,0.0
10278,1300000,4,3.0,4120,14021,2.0,3,11.0,0,2005,0,0,1.0,0.0,0.0,0.0,0.0
10279,405000,3,1.0,1280,11625,1.0,4,7.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
10280,550000,4,2.75,1690,6090,1.5,3,7.0,290,1945,0,0,0.0,0.0,1.0,0.0,0.0
10281,451000,4,2.5,2320,5375,2.0,3,7.0,0,2006,0,0,1.0,0.0,0.0,0.0,0.0
10282,540500,5,3.75,3090,7415,2.0,3,8.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
10284,218000,4,1.0,1640,10455,1.0,3,7.0,690,1963,0,0,0.0,0.0,1.0,0.0,0.0
10285,562000,4,2.25,2170,7007,1.0,3,8.0,630,1974,0,0,0.0,0.0,1.0,0.0,0.0
10286,401500,4,2.5,3140,94525,2.0,4,8.0,860,1977,0,0,0.0,0.0,1.0,0.0,0.0
10287,196700,2,1.0,1090,9994,1.0,3,7.0,0,1954,0,0,1.0,0.0,0.0,0.0,0.0
10288,583000,3,1.75,1930,10183,1.0,4,8.0,450,1975,0,0,0.0,0.0,1.0,0.0,0.0
10289,309900,5,2.5,2100,17825,1.0,4,7.0,700,1974,0,0,0.0,0.0,1.0,0.0,0.0
10290,485000,4,3.0,3110,18843,2.0,3,9.0,0,1995,0,0,1.0,0.0,0.0,0.0,0.0
10291,465000,3,1.0,930,3348,1.0,4,6.0,0,1926,0,0,1.0,0.0,0.0,0.0,0.0
10292,595000,4,2.25,2050,8372,2.0,4,8.0,0,1984,0,0,1.0,0.0,0.0,0.0,0.0
10293,254000,3,1.0,1160,7560,1.0,4,6.0,0,1958,0,0,1.0,0.0,0.0,0.0,0.0
10294,488500,3,2.75,1820,9490,2.0,3,7.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
10295,260000,4,2.5,2110,8990,2.0,3,8.0,0,1977,0,0,1.0,0.0,0.0,0.0,0.0
10296,166000,2,1.0,870,8487,1.0,4,6.0,0,1944,0,0,1.0,0.0,0.0,0.0,0.0
10297,440000,2,1.5,1080,6760,1.0,3,6.0,0,1923,0,2,1.0,0.0,0.0,0.0,0.0
10298,375000,3,2.0,1260,7560,2.0,5,6.0,0,1943,0,0,1.0,0.0,0.0,0.0,0.0
10299,529500,2,1.0,900,4800,1.0,4,6.0,120,1944,0,0,0.0,0.0,1.0,0.0,0.0
10300,338000,2,1.0,750,6439,1.0,4,6.0,0,1934,0,0,1.0,0.0,0.0,0.0,0.0
10301,335620,3,2.25,1800,15903,1.0,3,8.0,460,1986,0,0,0.0,0.0,1.0,0.0,0.0
10302,464000,4,2.25,2220,15232,1.0,3,9.0,530,1978,0,0,0.0,0.0,0.0,1.0,0.0
10303,354000,2,1.0,1390,7740,1.0,4,6.0,0,1925,0,0,1.0,0.0,0.0,0.0,0.0
10304,601000,4,3.5,2160,3600,2.0,3,8.0,500,1998,0,0,0.0,0.0,1.0,0.0,0.0
10305,285000,3,2.25,1840,9040,1.0,3,8.0,470,1979,0,0,0.0,0.0,1.0,0.0,0.0
10306,462500,2,2.0,1690,4200,2.0,3,7.0,0,1906,0,0,1.0,0.0,0.0,0.0,0.0
10307,350000,4,2.5,2650,10459,2.0,4,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
10308,329000,4,1.0,1120,3844,1.0,3,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
10309,312500,4,2.5,2500,11983,1.0,3,7.0,1180,1984,0,0,0.0,0.0,1.0,0.0,0.0
10310,370000,4,2.5,2220,5338,2.0,3,7.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
10311,399900,3,1.75,1260,12750,1.0,3,7.0,0,1979,0,0,1.0,0.0,0.0,0.0,0.0
10312,398000,3,1.0,1480,6550,1.5,4,6.0,0,1925,0,0,1.0,0.0,0.0,0.0,0.0
10313,550500,2,1.5,930,7400,1.0,4,7.0,100,1909,0,2,0.0,0.0,1.0,0.0,0.0
10314,709000,3,2.75,2780,7200,1.5,4,8.0,910,1913,0,0,0.0,0.0,1.0,0.0,0.0
10315,402000,5,2.75,2770,7620,1.0,3,7.0,1070,1965,0,0,0.0,0.0,1.0,0.0,0.0
10316,450000,3,1.5,1530,23660,1.0,3,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
10317,524000,3,2.25,2140,6720,1.0,3,8.0,700,1961,0,0,0.0,0.0,1.0,0.0,0.0
10319,185000,4,1.0,1760,8906,1.0,3,7.0,530,1966,0,0,0.0,0.0,1.0,0.0,0.0
10320,365000,4,1.0,1760,8906,1.0,3,7.0,530,1966,0,0,0.0,0.0,1.0,0.0,0.0
10321,925000,4,2.5,3110,11422,2.0,3,9.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
10322,714000,3,1.75,2260,11781,1.0,4,8.0,740,1968,0,0,0.0,0.0,1.0,0.0,0.0
10323,495000,3,2.0,1460,9759,1.0,5,7.0,0,1972,0,0,1.0,0.0,0.0,0.0,0.0
10324,535000,3,2.25,2050,6648,1.0,3,7.0,820,1990,0,0,0.0,0.0,1.0,0.0,0.0
10325,880000,4,2.5,2340,10800,1.0,3,8.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
10326,150000,3,1.5,1230,8056,1.0,4,6.0,0,1949,0,0,1.0,0.0,0.0,0.0,0.0
10327,554500,3,2.25,1880,6565,1.0,4,8.0,460,1972,0,0,0.0,0.0,1.0,0.0,0.0
10328,520000,3,1.75,1280,3880,1.5,5,7.0,0,1916,0,0,1.0,0.0,0.0,0.0,0.0
10329,839990,4,2.75,3660,5637,2.0,3,9.0,0,2014,0,0,1.0,0.0,0.0,0.0,0.0
10330,500000,3,2.5,1650,5683,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10332,247800,3,2.5,1580,2170,2.0,3,7.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10333,344200,4,2.5,2490,5812,2.0,3,8.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
10334,459950,4,2.5,2000,6107,2.0,3,8.0,0,2003,0,0,1.0,0.0,0.0,0.0,0.0
10335,229900,4,1.75,1550,9899,1.0,4,7.0,0,1967,0,0,1.0,0.0,0.0,0.0,0.0
10336,750000,4,2.25,2820,9602,1.0,3,8.0,870,1974,0,1,0.0,0.0,1.0,0.0,0.0
10337,509000,4,2.5,2600,9355,1.0,3,9.0,760,1983,0,0,0.0,0.0,0.0,1.0,0.0
10338,680000,4,1.0,2200,12137,1.0,4,8.0,560,1956,0,4,0.0,0.0,1.0,0.0,0.0
10339,661500,5,2.5,2500,7200,1.0,4,7.0,1010,1977,0,0,0.0,0.0,1.0,0.0,0.0
10340,370000,2,1.0,1270,1399,3.0,3,7.0,0,2000,0,0,1.0,0.0,0.0,0.0,0.0
10341,785000,4,2.75,2900,17400,1.0,4,8.0,490,1978,0,0,0.0,0.0,1.0,0.0,0.0
10342,355000,2,1.0,840,6720,1.0,3,7.0,0,1952,0,0,1.0,0.0,0.0,0.0,0.0
10343,446000,4,2.0,1940,6350,1.0,4,7.0,970,1951,0,0,0.0,0.0,1.0,0.0,0.0
10344,830000,5,3.5,3490,21780,2.0,3,8.0,0,1996,0,0,1.0,0.0,0.0,0.0,0.0
10345,324000,3,2.5,1940,8347,2.0,3,8.0,0,1990,0,0,1.0,0.0,0.0,0.0,0.0
10346,500000,4,2.25,2490,23478,2.0,3,8.0,0,1981,0,0,1.0,0.0,0.0,0.0,0.0
10347,745000,3,1.0,1390,9112,1.0,4,7.0,0,1951,0,0,1.0,0.0,0.0,0.0,0.0
10348,1197000,4,2.5,3940,4407,2.0,4,8.0,1320,1921,0,0,0.0,0.0,1.0,0.0,0.0
10349,385000,2,2.5,1760,3710,1.0,3,8.0,630,1988,0,0,0.0,0.0,1.0,0.0,0.0
10350,565000,3,2.25,2560,8040,1.0,3,8.0,1050,1958,0,0,0.0,0.0,1.0,0.0,0.0
10351,465000,4,2.5,2300,7314,1.0,4,8.0,880,1979,0,0,0.0,0.0,1.0,0.0,0.0
10352,401000,3,3.25,1770,1977,3.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
10353,385000,3,1.75,2310,11200,1.0,4,8.0,680,1978,0,0,0.0,0.0,1.0,0.0,0.0
10354,395000,3,2.5,2310,4930,2.0,4,8.0,0,1989,0,0,1.0,0.0,0.0,0.0,0.0
10355,245000,5,1.5,2000,8100,1.5,3,6.0,0,1946,0,0,1.0,0.0,0.0,0.0,0.0
10356,500000,3,2.0,1540,3600,1.0,3,7.0,650,1994,0,0,0.0,0.0,1.0,0.0,0.0
10357,334000,5,1.75,2590,6720,1.0,4,7.0,840,1979,0,0,0.0,0.0,1.0,0.0,0.0
10358,550000,3,1.0,980,10960,1.0,4,7.0,0,1953,0,0,1.0,0.0,0.0,0.0,0.0
10359,216000,3,1.0,1730,7950,1.0,4,7.0,550,1961,0,0,0.0,0.0,1.0,0.0,0.0
10360,340500,3,2.5,3070,5871,3.0,4,8.0,560,1928,0,0,0.0,0.0,1.0,0.0,0.0
10361,375000,4,2.25,2100,12738,2.0,4,8.0,0,1975,0,0,1.0,0.0,0.0,0.0,0.0
10362,600000,3,2.75,2080,16740,1.0,3,8.0,500,1966,0,3,0.0,0.0,1.0,0.0,0.0
10363,375000,4,1.75,1890,8000,1.0,4,7.0,640,1960,0,0,0.0,0.0,1.0,0.0,0.0
10364,536500,4,1.75,2000,4000,1.5,5,7.0,550,1926,0,0,0.0,0.0,1.0,0.0,0.0
10365,599900,3,3.0,3030,35123,2.0,4,8.0,1270,1984,0,0,0.0,0.0,1.0,0.0,0.0
10366,750000,2,1.5,1110,3600,1.0,5,7.0,0,1904,0,0,1.0,0.0,0.0,0.0,0.0
10367,355000,3,1.0,1650,10075,1.0,3,7.0,480,1955,0,0,0.0,0.0,1.0,0.0,0.0
10368,590000,3,2.0,1410,6413,1.0,4,7.0,500,1947,0,0,0.0,0.0,1.0,0.0,0.0
10369,680000,2,1.0,2140,6000,1.0,4,7.0,1070,1946,0,0,0.0,0.0,1.0,0.0,0.0
10370,429000,3,2.5,1860,11122,2.0,3,8.0,0,1994,0,0,1.0,0.0,0.0,0.0,0.0
10371,581000,2,1.0,1170,4080,1.0,4,7.0,0,1909,0,0,1.0,0.0,0.0,0.0,0.0
10372,463800,3,1.5,980,7770,1.0,4,7.0,0,1968,0,0,1.0,0.0,0.0,0.0,0.0
10374,443000,5,1.75,1650,3000,1.5,3,8.0,0,1902,0,0,1.0,0.0,0.0,0.0,0.0
10375,276200,3,2.5,1480,7210,1.0,3,7.0,300,1986,0,0,0.0,0.0,1.0,0.0,0.0
10376,630000,5,3.5,4060,8309,2.0,3,9.0,1100,2001,0,0,0.0,0.0,0.0,1.0,0.0
10377,570000,3,1.75,1370,3300,2.0,5,7.0,0,1927,0,0,1.0,0.0,0.0,0.0,0.0
10378,979700,4,2.25,2480,6000,2.0,3,10.0,100,1929,0,2,0.0,0.0,0.0,1.0,0.0
10379,730000,4,2.5,2030,4080,1.5,4,8.0,300,1921,0,0,0.0,0.0,1.0,0.0,0.0
10380,268450,5,2.25,2200,9600,1.0,4,7.0,1100,1963,0,0,0.0,0.0,1.0,0.0,0.0
10381,490000,3,1.75,1770,7508,1.0,3,7.0,500,1962,0,0,0.0,0.0,1.0,0.0,0.0
10382,808000,3,2.5,2550,6240,1.0,5,8.0,800,1957,0,3,0.0,0.0,1.0,0.0,0.0
10383,350000,3,1.0,1250,9786,1.0,4,7.0,0,1969,0,0,1.0,0.0,0.0,0.0,0.0
10384,695000,4,1.75,2390,5880,1.0,3,8.0,1000,1957,0,2,0.0,0.0,1.0,0.0,0.0
10386,309950,1,1.0,1120,11800,1.5,3,7.0,0,1950,0,0,0.0,0.0,0.0,0.0,1.0
10387,134000,3,1.0,1270,8508,1.0,4,6.0,620,1942,0,0,0.0,0.0,1.0,0.0,0.0
10388,645500,4,2.5,2390,9638,2.0,3,10.0,0,1988,0,0,1.0,0.0,0.0,0.0,0.0
10389,750000,3,2.0,1760,5488,1.5,3,7.0,220,1927,0,0,0.0,0.0,1.0,0.0,0.0
10390,1399000,3,2.5,2560,3600,2.0,3,9.0,450,1967,0,0,0.0,0.0,0.0,1.0,0.0
10391,344900,4,1.75,1820,7700,1.0,4,7.0,720,1955,0,0,0.0,0.0,1.0,0.0,0.0
10392,601450,2,3.25,1840,1500,3.0,3,8.0,0,2001,0,0,1.0,0.0,0.0,0.0,0.0
10393,575000,4,2.0,1810,4400,2.0,3,8.0,110,1909,0,0,0.0,0.0,1.0,0.0,0.0
10394,405000,3,1.75,2470,9620,1.0,4,7.0,900,1962,0,1,0.0,0.0,1.0,0.0,0.0
